Position X,Position Y,Position Z
915.776,769.013,336.746
906.355,773.755,343.465
861.786,791.681,353.009
923.708,766.412,362.099
866.277,809.803,371.017
852.424,793.721,375.806
1068.15,857.444,327.817
1082.15,828.762,334.583
1005.21,856.728,335.622
1080.93,767.72,336.816
991.454,840.094,337.54
1031.39,773.09,351.582
1031.64,846.046,350.48
1041.41,878.604,365.774
991.368,792.615,370.066
1053.15,793.787,377.839
1004.16,821.189,378.897
1011.56,834.078,380.508
1001.08,847.532,382.231
1068.99,876.827,383.73
1110.06,801.407,330.059
1083.07,845.027,335.104
1185.52,810.543,350.459
1149.41,770.1,355.653
1147.19,794.956,355.326
1107.98,835.101,353.636
1170.5,790.159,364.745
1164.77,807.25,366.742
1161.64,793.137,370.618
1151.83,802.011,379.721
1165.26,840.531,379.91
1282.11,767.853,325.087
1205.74,770.928,360.078
1284.1,776.603,368.6
1350.28,772.486,324.607
691.567,996.026,326.719
720.244,913.997,338.123
705.76,956.681,341.718
689.051,968.496,347.572
675.858,972.435,351.748
682.886,987.428,348.917
712.635,917.64,360.519
683.148,953.313,361.288
714.446,935.881,367.395
653.814,979.308,378.829
769.308,927.05,322.527
818.616,954.183,324.053
752.67,960.131,333.696
757.159,971.627,332.234
723.45,939.807,338.652
771.874,953.42,339.467
789.5,946.394,345.917
761.453,900.217,350.367
755.433,904.395,355.283
776.111,904.346,353.05
745.747,906.344,355.137
909.6,906.702,329.884
897.371,914.381,331.385
850.889,903.764,332.191
843.883,962.635,341.068
893.12,898.684,344.945
850.731,900.094,345.1
921.952,907.633,345.348
928.438,904.153,349.286
844.899,908.088,366.396
842.631,928.788,371.442
999.841,902.592,333.985
1196.01,989.481,352.984
1321.46,978.336,321.068
1250.8,994.984,329.934
1303.71,990.46,336.706
1314.63,967.729,341.964
1231.25,979.408,357.678
1249.51,1001.64,358.792
1358.63,1001.85,353.631
1344.87,1001.26,356.544
1323.66,991.431,361.272
413.042,1125.35,355.616
430.697,1090.02,365.578
698.081,1028.31,330.075
1026.91,1126.01,322.96
989.284,1061.53,333.681
1055.76,1090.62,334.295
1048.78,1099.91,359.298
1053.9,1035.99,365.116
1037.05,1057.17,364.561
1024.5,1068.38,369.579
1039.96,1073.19,379.147
1078.18,1116.45,376.936
1080.8,1024.37,381.254
1063.8,1045.6,383.417
1060.08,1119,380.432
1176.63,1109.61,321.371
1129.24,1053.53,327.213
1190.72,1102.94,324.598
1156.55,1115.89,325.82
1169.06,1111.03,330.208
1160.47,1030.86,332.747
1195.16,1018.76,337.936
1178.4,1064.8,339.154
1102.97,1065.21,337.091
1083.93,1075.94,338.727
1110.19,1110.92,339.116
1103.07,1030.8,343.502
1166.26,1083.57,342.714
1084.98,1098.2,353.847
1162.77,1028.52,362.236
1145.38,1106.45,363.059
1096.1,1124.66,362.764
1155.87,1012.96,367.553
1113.44,1121.03,366.985
1124.34,1019.49,368.301
1113.67,1048.53,370.044
1111.63,1088.44,374.431
1097.7,1087.84,379.683
1166.44,1115.12,378.411
1178.24,1085,381.473
1132.03,1104.99,383.479
1302.1,1052.44,321.899
1271.42,1059.14,327.638
1282.63,1054.13,328.965
1282.32,1096.61,353.058
1293.32,1082.14,375.08
1218.12,1080.37,383.635
1393.55,1068,326.866
1342.85,1089.8,334.776
1357.96,1081.26,338.487
1329.87,1087.53,343.289
1360.41,1071.81,346.511
1345.76,1008.9,354.022
1334.73,1013.74,354.807
1366.66,1013.68,357.233
1338.05,1073.99,356.976
340.852,1174.35,357.578
363.672,1136.74,370.238
432.078,1139.27,373.821
445.664,1138.86,374.659
711.107,1244.16,349.143
698.111,1219.22,370.364
711.744,1222.72,378.587
787.539,1168.26,324.634
821.976,1206.72,324.19
832.565,1217.29,334.603
833.653,1219.87,375.388
931.885,1170.71,325.066
915.437,1196.94,328.611
955.67,1139.35,332.332
925.737,1147.46,346.33
902.221,1166.5,345.413
868.471,1182.95,347.704
918.052,1144.57,359.467
864.089,1167.4,358.874
847.456,1176.94,359.659
843.147,1186.9,356.808
909.36,1148.24,362.615
919.875,1171.8,362.46
944.659,1178.54,364.995
907.634,1188.2,367.926
958.454,1189.48,367.774
891.142,1228.52,378.333
990.861,1182.94,322.479
994.528,1217.75,325.845
1003.04,1224.15,330.52
1072.26,1145.25,338.906
1009.5,1204.52,341.629
995.711,1208.22,343.219
990.926,1191.41,345.599
1077.05,1192.48,345.59
998.057,1182.86,348.254
994.414,1133.99,353.936
1029.98,1163.76,355.119
979.8,1229.68,355.675
1050.4,1139.42,361.574
1080.42,1128.61,364.711
1049.28,1203.59,365.146
1071.23,1183.49,371.533
1031.13,1212.96,371.378
1003.05,1227.69,368.579
974.953,1214.69,377.543
992.637,1137.49,380.323
1097.17,1143.25,330.622
1112.12,1154.51,345.078
1158.31,1157.62,347.247
1147.47,1158.71,348.031
1092.06,1170.78,378.362
1133.99,1167.41,381.441
1282.67,1242.22,337.753
1213.19,1131.37,345.277
1393.55,1214.18,330.409
1333.92,1226.34,337.952
1337.46,1239.11,340.982
67.8828,1254.57,327.643
351.34,1341.58,325.31
340.257,1347.18,351.346
713.932,1255.96,337.877
684.297,1323.36,375.568
