Position X,Position Y,Position Z
1701.28,5399.66,1793.52
1736.13,5432.15,1820.93
1843.57,5474.02,1762
1843.55,5372.67,1770.1
1835.49,5382.66,1780.56
1826.24,5381.48,1785.9
1800.22,5456.67,1791.57
1803.19,5476.11,1794.15
1847.28,5384.96,1801.7
1847.64,5407.55,1802.21
1891.33,5463.2,1800.37
1792.83,5381.28,1806.45
1796.02,5384.77,1823.06
1821.76,5484.25,1823.03
1960.34,5390.51,1762
1917.52,5404.69,1786.21
1900.69,5372.59,1792.73
2016.77,5458.69,1798.53
1971.75,5433.78,1802.44
1961.12,5475.84,1809.65
1933.33,5429.88,1814.27
2016.93,5393.9,1816.68
1958.77,5439.01,1817.44
2026.65,5457.29,1805.86
2168.95,5369.63,1767.03
2227.82,5435.66,1780.51
2236.73,5430.34,1794.07
2179.85,5374.68,1806.8
2352.78,5410.1,1777.76
2368.24,5402.41,1793.34
1165.93,5576.7,1762
1172.22,5588.5,1784.83
1165.73,5578.27,1812.32
1182.72,5575.89,1762
1280.52,5496.77,1770.95
1214.88,5537.04,1804.68
1232.42,5558.05,1815.23
1253.88,5596.01,1813.97
1284.63,5535.1,1818.33
1294.37,5535.89,1821.33
1420.47,5595.94,1769.9
1422.89,5588.81,1801.33
1880.7,5499.89,1812.12
1943,5492.73,1777.77
1971.42,5518.62,1789.32
2105.57,5553.93,1807.66
2109.97,5566.46,1806.81
2094.41,5530.32,1809.68
1246.25,5611.41,1817.69
1373.18,5661.51,1782.89
1312.12,5702.17,1818.84
1523.23,5663.64,1781.81
1500.51,5725.54,1814.29
1432.76,5665.36,1821.74
1540.77,5713.14,1762
1610.51,5700.89,1822.18
1838.69,5626.85,1779.45
2019.76,5654.04,1772.17
2123.82,5723.11,1787.3
2143.01,5715.86,1762
2174.03,5718.3,1762
2163.18,5723.6,1762
2375.4,5719.68,1815.52
2406.6,5703.14,1802.72
2391.89,5653.97,1813.06
2427.35,5708.43,1813.18
1024.25,5779.87,1762
1004.08,5755.85,1795.82
950.718,5783.45,1796.48
990.665,5780.5,1812.16
1119.88,5791.9,1798.25
1074.62,5795.57,1798.9
1087.71,5786.85,1801.03
1108.89,5789.47,1803.56
1086.68,5775.85,1804.99
1107.03,5774.11,1809.16
1070.25,5781.55,1822.41
1103.31,5802.5,1821.22
1249.79,5777.82,1802.12
1461.98,5830.19,1762
1460.61,5844.24,1762
1455.36,5827.13,1780.48
1437.35,5788.5,1784.66
1452.79,5839.26,1790.19
1436.5,5840.87,1795.76
1469.67,5813.78,1806.47
1435.63,5839.8,1809.36
1426.93,5744.93,1817.86
1589.19,5809.67,1787.91
1580.45,5781.82,1795.66
1775.59,5834.1,1780.98
1771.26,5844.07,1810.79
1736.91,5826.71,1823.01
1842.39,5851.66,1762
1993.26,5823.03,1762
2033.95,5780.08,1762
2030.3,5738.71,1770.51
2057.64,5734.09,1802.62
2055.92,5798.33,1801.55
2023.66,5825.29,1805.86
2373.1,5758.26,1762
2296.43,5836.79,1789.36
2362.55,5788.91,1818
2459.59,5842.04,1778.73
1725.47,5890.76,1762
1761.76,5928.75,1762
1744.33,5949.77,1773.69
1735.52,5905.85,1818.91
1837.57,5917.1,1762
1833.02,5938.25,1762
1879.36,5945.21,1762
1861.26,5948.37,1762
1799.16,5855.99,1774.14
1807.06,5951.3,1772.74
1831.87,5945.54,1781.43
1834.17,5914.65,1795.71
1786.35,5940.84,1794.49
1830.99,5923.77,1811.27
1788.61,5910.82,1814.22
1856.56,5903.3,1816.91
1868.54,5958.48,1818.66
2003.21,5857.82,1762
1901.3,5941.37,1787.57
2009.61,5906.84,1790.63
2300.79,5852.99,1792.59
2284.04,5901.14,1821.32
1593.73,6020.35,1791.88
1596.29,6021.25,1823.22
1774.46,6043.78,1766.26
1695.46,6007.66,1792.35
1857.43,5975.18,1762
1869.1,5974.3,1768.76
1821.12,6003.06,1778.85
1875.03,5978.6,1801.23
1852.54,6001.78,1805.62
1873.24,5990.02,1819.94
1932.66,6005.93,1765.16
1898.99,6016.57,1769.83
2005.77,6023.41,1774.35
1928.83,5987.03,1782.25
1925.82,6004.97,1801.52
2343.05,6089.46,1817.07
2365.92,6112.59,1796.93
1007.75,4378,1833.89
965.877,4345.71,1865.35
995.282,4353.76,1883.3
1387.45,4378.88,1843.71
1412.52,4365.64,1868.37
1515.59,4282.45,1874.26
972.565,4476.87,1854.8
1121.78,4499.29,1850.24
1123.25,4418.68,1872.85
1602.17,4501.42,1838.78
1615.89,4498.98,1850.24
1640.5,4474.61,1854.24
1655.51,4455.98,1866.46
1712.86,4497.88,1825.29
1703.87,4466.37,1846.27
1673.06,4443.02,1853.97
1711.92,4472.11,1861.88
1679.77,4457.24,1866.69
1719.31,4523.38,1867.39
1727.96,4505.91,1869.89
1665.54,4521.79,1874.81
1685.72,4513.5,1886.69
994.958,4639.03,1848.6
995.789,4551.62,1852.78
973.742,4628.66,1852.29
993.912,4562.06,1856.2
972.734,4587.15,1863.8
1004.71,4593.28,1866.88
1147.1,4525.31,1829.41
1103.21,4578.8,1837.38
1069.33,4571.14,1854.36
1068.75,4570.22,1867.43
1056.84,4641.82,1869.78
1052.02,4593.68,1873.16
1256.97,4532.89,1838.16
1309.94,4557.32,1829.82
1302.77,4543.37,1841.2
1325.53,4641.54,1871.84
1325.96,4640.79,1885.04
1630.34,4535.76,1838.9
1703.23,4553.2,1842.08
1679.57,4628.84,1842.62
1693.8,4609.76,1866.57
1698.45,4604.83,1871.4
1708.36,4589.05,1873.37
1725.18,4546.06,1886.74
1803.57,4580.81,1842.75
1895.22,4589.67,1873.14
1006.22,4691.81,1831.25
1014.05,4713.91,1840.79
996.802,4676.08,1855.58
1049.96,4646.09,1867.26
1024.19,4725.16,1864.88
1000.15,4756.09,1865.65
1075.27,4727.96,1850.93
1084.89,4721.16,1855.12
1100.02,4723.26,1882.16
1067.35,4756.1,1886.62
1249.31,4754.2,1852.8
